t,vx_mm_s,vy_mm_s,wz_rad_s,velocity_mm_s,direction_deg,is_rotation_only,rpm_ref_M1,rpm_ref_M2,rpm_ref_M3,rpm_ref_M4,rpm_meas_M1,rpm_meas_M2,rpm_meas_M3,rpm_meas_M4,err_M1,err_M2,err_M3,err_M4,p_M1,p_M2,p_M3,p_M4,i_M1,i_M2,i_M3,i_M4,motor_sign_M1,motor_sign_M2,motor_sign_M3,motor_sign_M4,duty_ol_base_M1,duty_ol_base_M2,duty_ol_base_M3,duty_ol_base_M4,duty_pi_M1,duty_pi_M2,duty_pi_M3,duty_pi_M4,time_s
1784751743.949504,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,19.90999984741211,-3.839999914169312,16.90999984741211,-1.5800000429153442,-2.100941557710133,1.1988722853557503,0.8990584422898671,-1.061127585898217,-0.7353295451985464,0.4196052998745125,0.3146704548014534,-0.3713946550643759,5.916800257219078,-2.3157612165961763,6.843080046279432,-3.015871226814052,-1,1,-1,1,-14,-13,-14,-13,-19,-15,-21,-16,5.179766893386841
1784751743.9695752,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,19.149999618530277,-4.5,17.270000457763672,-1.559999942779541,-1.340941328828297,1.8588723711864388,0.5390578319383046,-1.0811276860340202,-0.4693294650899039,0.6506053299152535,0.1886702411784065,-0.3783946901119071,5.904731785259624,-2.299031365255498,6.847931566766877,-3.0256013759883578,-1,1,-1,1,-14,-13,-14,-13,-19,-15,-21,-16,5.199838161468506
1784751743.9895153,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,19.149999618530277,-4.5,17.270000457763672,-1.559999942779541,-1.340941328828297,1.8588723711864388,0.5390578319383046,-1.0811276860340202,-0.4693294650899039,0.6506053299152535,0.1886702411784065,-0.3783946901119071,5.892663313300169,-2.28230151391482,6.852783087254322,-3.035331525162664,-1,1,-1,1,-14,-13,-14,-13,-19,-15,-21,-16,5.219778299331665
1784751744.009513,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,19.149999618530277,-4.5,17.270000457763672,-1.559999942779541,-1.340941328828297,1.8588723711864388,0.5390578319383046,-1.0811276860340202,-0.4693294650899039,0.6506053299152535,0.1886702411784065,-0.3783946901119071,5.880594841340714,-2.2655716625741418,6.857634607741766,-3.04506167433697,-1,1,-1,1,-14,-13,-14,-13,-19,-15,-21,-16,5.239775896072388
1784751744.0295138,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,19.290000915527344,-4.510000228881836,16.170000076293945,-1.3200000524520874,-1.4809426258253673,1.8688726000682747,1.6390582134080312,-1.3211275763614738,-0.5183299190388785,0.6541054100238961,0.5736703746928109,-0.4623946517265158,5.867266357708286,-2.2487518091735272,6.872386131662439,-3.056951822524223,-1,1,-1,1,-14,-13,-14,-13,-19,-15,-21,-17,5.259776830673218
1784751744.0495088,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,19.290000915527344,-4.510000228881836,16.170000076293945,-1.3200000524520874,-1.4809426258253673,1.8688726000682747,1.6390582134080312,-1.3211275763614738,-0.5183299190388785,0.6541054100238961,0.5736703746928109,-0.4623946517265158,5.853937874075858,-2.2319319557729127,6.887137655583111,-3.0688419707114765,-1,1,-1,1,-14,-13,-14,-13,-19,-15,-21,-17,5.27977180480957
1784751744.0696354,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,18.709999084472656,-4.289999961853027,15.619999885559082,-1.149999976158142,-0.9009407947706798,1.648872333039466,2.1890584041428944,-1.4911276526554191,-0.3153292781697379,0.5771053165638131,0.766170441450013,-0.5218946784293966,5.845829406922922,-2.2170921047755576,6.9068391812203975,-3.0822621195853754,-1,1,-1,1,-14,-13,-14,-13,-20,-15,-22,-17,5.299898386001587
1784751744.089517,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,18.709999084472656,-4.289999961853027,15.619999885559082,-1.149999976158142,-0.9009407947706798,1.648872333039466,2.1890584041428944,-1.4911276526554191,-0.3153292781697379,0.5771053165638131,0.766170441450013,-0.5218946784293966,5.837720939769986,-2.2022522537782026,6.926540706857684,-3.0956822684592744,-1,1,-1,1,-14,-13,-14,-13,-20,-15,-22,-17,5.319780111312866
1784751744.1095033,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,18.709999084472656,-4.289999961853027,15.619999885559082,-1.149999976158142,-0.9009407947706798,1.648872333039466,2.1890584041428944,-1.4911276526554191,-0.3153292781697379,0.5771053165638131,0.766170441450013,-0.5218946784293966,5.82961247261705,-2.1874124027808475,6.94624223249497,-3.1091024173331734,-1,1,-1,1,-14,-13,-14,-13,-20,-15,-22,-17,5.339766263961792
1784751744.1295807,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,18.07999992370605,-3.450000047683716,15.229999542236328,-0.800000011920929,-0.2709416340040782,0.8088724188701546,2.5790587474656483,-1.8411276168926325,-0.0948295719014273,0.2831053466045541,0.9026705616129768,-0.6443946659124212,5.8271739979110135,-2.180132551011016,6.9694537612221605,-3.125672565885207,-1,1,-1,1,-14,-13,-14,-13,-20,-15,-22,-17,5.359843730926514
1784751744.149502,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,18.07999992370605,-3.450000047683716,15.229999542236328,-0.800000011920929,-0.2709416340040782,0.8088724188701546,2.5790587474656483,-1.8411276168926325,-0.0948295719014273,0.2831053466045541,0.9026705616129768,-0.6443946659124212,5.824735523204977,-2.1728526992411843,6.992665289949351,-3.1422427144372405,-1,1,-1,1,-14,-13,-14,-13,-20,-15,-22,-17,5.379765033721924
1784751744.169643,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,17.18000030517578,-3.0999999046325684,15.420000076293944,-1.2400000095367432,0.6290579845261952,0.4588722758190071,2.389058213408031,-1.401127619276818,0.2201702945841683,0.1606052965366524,0.8361703746928109,-0.4903946667468863,5.8303970450657125,-2.1687228487588133,7.014166813870023,-3.154852863010732,-1,1,-1,1,-14,-13,-14,-13,-20,-15,-22,-17,5.3999059200286865
1784751744.189525,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,17.18000030517578,-3.0999999046325684,15.420000076293944,-1.2400000095367432,0.6290579845261952,0.4588722758190071,2.389058213408031,-1.401127619276818,0.2201702945841683,0.1606052965366524,0.8361703746928109,-0.4903946667468863,5.836058566926448,-2.1645929982764422,7.035668337790695,-3.167463011584223,-1,1,-1,1,-14,-13,-14,-13,-20,-15,-22,-17,5.419787883758545
1784751744.209544,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,17.18000030517578,-3.0999999046325684,15.420000076293944,-1.2400000095367432,0.6290579845261952,0.4588722758190071,2.389058213408031,-1.401127619276818,0.2201702945841683,0.1606052965366524,0.8361703746928109,-0.4903946667468863,5.841720088787184,-2.1604631477940712,7.057169861711367,-3.1800731601577144,-1,1,-1,1,-14,-13,-14,-13,-20,-15,-22,-17,5.439806938171387
1784751744.2295172,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,16.100000381469727,-2.1700000762939453,16.90999984741211,-2.9100000858306885,1.70905790823225,-0.4711275525196159,0.8990584422898671,0.2688724570171272,0.5981702678812875,-0.1648946433818655,0.3146704548014534,0.0941053599559945,5.8571016099612745,-2.164703295766748,7.065261387691976,-3.1776533080445604,-1,1,-1,1,-14,-13,-14,-13,-20,-15,-21,-16,5.459780216217041
1784751744.2495172,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,16.100000381469727,-2.1700000762939453,16.90999984741211,-2.9100000858306885,1.70905790823225,-0.4711275525196159,0.8990584422898671,0.2688724570171272,0.5981702678812875,-0.1648946433818655,0.3146704548014534,0.0941053599559945,5.872483131135365,-2.1689434437394244,7.073352913672585,-3.1752334559314064,-1,1,-1,1,-14,-13,-14,-13,-20,-15,-21,-16,5.479780197143555
1784751744.2696831,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,15.350000381469728,-1.7400000095367432,17.719999313354492,-4.75,2.45905790823225,-0.901127619276818,0.0890589763474842,2.1088723711864388,0.8606702678812874,-0.3153946667468863,0.0311706417216194,0.7381053299152536,5.894614652309455,-2.177053592312916,7.074154444459712,-3.156253604590729,-1,1,-1,1,-14,-13,-14,-13,-21,-15,-21,-15,5.499946117401123
1784751744.2895124,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,15.350000381469728,-1.7400000095367432,17.719999313354492,-4.75,2.45905790823225,-0.901127619276818,0.0890589763474842,2.1088723711864388,0.8606702678812874,-0.3153946667468863,0.0311706417216194,0.7381053299152536,5.916746173483546,-2.1851637408864075,7.074955975246839,-3.1372737532500508,-1,1,-1,1,-14,-13,-14,-13,-21,-16,-21,-15,5.519775390625
1784751744.3095338,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,15.350000381469728,-1.7400000095367432,17.719999313354492,-4.75,2.45905790823225,-0.901127619276818,0.0890589763474842,2.1088723711864388,0.8606702678812874,-0.3153946667468863,0.0311706417216194,0.7381053299152536,5.938877694657636,-2.193273889459899,7.075757506033966,-3.118293901909373,-1,1,-1,1,-14,-13,-14,-13,-21,-16,-21,-15,5.539796829223633
1784751744.329524,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,14.59000015258789,-1.2200000286102295,18.520000457763672,-4.230000019073486,3.219058137114086,-1.4211276002033315,-0.7109421680616954,1.588872390259925,1.12667034798993,-0.497394660071166,-0.2488297588215934,0.5561053365909737,5.967849217891663,-2.206064037861729,7.069359026521411,-3.103994050397034,-1,1,-1,1,-14,-13,-14,-13,-21,-16,-21,-16,5.559787034988403
1784751744.3496015,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,14.59000015258789,-1.2200000286102295,18.520000457763672,-4.230000019073486,3.219058137114086,-1.4211276002033315,-0.7109421680616954,1.588872390259925,1.12667034798993,-0.497394660071166,-0.2488297588215934,0.5561053365909737,5.99682074112569,-2.2188541862635587,7.062960547008856,-3.0896941988846947,-1,1,-1,1,-14,-13,-14,-13,-21,-16,-21,-16,5.579864501953125
1784751744.3697011,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,15.199999809265137,-0.8500000238418579,17.260000228881836,-3.640000104904175,2.60905848043684,-1.791127604971703,0.5490580608201405,0.9988724760906136,0.9131704681528938,-0.6268946617400961,0.1921703212870491,0.3496053666317147,6.020302267449622,-2.234974334708304,7.067902069556237,-3.08070434659988,-1,1,-1,1,-14,-13,-14,-13,-21,-16,-21,-16,5.599964141845703
1784751744.3895392,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,15.199999809265137,-0.8500000238418579,17.260000228881836,-3.640000104904175,2.60905848043684,-1.791127604971703,0.5490580608201405,0.9988724760906136,0.9131704681528938,-0.6268946617400961,0.1921703212870491,0.3496053666317147,6.043783793773553,-2.2510944831530493,7.072843592103618,-3.071714494315064,-1,1,-1,1,-14,-13,-14,-13,-21,-16,-21,-16,5.619802236557007
1784751744.4095333,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,15.199999809265137,-0.8500000238418579,17.260000228881836,-3.640000104904175,2.60905848043684,-1.791127604971703,0.5490580608201405,0.9988724760906136,0.9131704681528938,-0.6268946617400961,0.1921703212870491,0.3496053666317147,6.067265320097484,-2.2672146315977946,7.077785114650999,-3.0627246420302487,-1,1,-1,1,-14,-13,-14,-13,-21,-16,-21,-16,5.639796257019043
1784751744.4295137,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,16.06999969482422,-1.7300000190734863,17.520000457763672,-2.7799999713897705,1.7390585948777575,-0.9111276097400748,0.2890578319383046,0.1388723425762092,0.6086705082072151,-0.3188946634090261,0.1011702411784066,0.0486053199016732,6.082916847451385,-2.2754147800854554,7.080386635138444,-3.061474790947063,-1,1,-1,1,-14,-13,-14,-13,-21,-16,-21,-16,5.65977668762207
1784751744.4495196,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,16.06999969482422,-1.7300000190734863,17.520000457763672,-2.7799999713897705,1.7390585948777575,-0.9111276097400748,0.2890578319383046,0.1388723425762092,0.6086705082072151,-0.3188946634090261,0.1011702411784066,0.0486053199016732,6.098568374805285,-2.283614928573116,7.0829881556258885,-3.060224939863877,-1,1,-1,1,-14,-13,-14,-13,-21,-16,-21,-16,5.6797826290130615
1784751744.4697156,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,17.139999389648438,-2.119999885559082,17.020000457763672,-1.940000057220459,0.669058900053539,-0.5211277432544792,0.7890578319383046,-0.7011275715931022,0.2341706150187386,-0.1823947101390677,0.2761702411784066,-0.2453946500575857,6.104589904905767,-2.2883050782624066,7.090089676113333,-3.066535088008215,-1,1,-1,1,-14,-13,-14,-13,-20,-15,-21,-16,5.699978590011597
1784751744.489539,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,17.139999389648438,-2.119999885559082,17.020000457763672,-1.940000057220459,0.669058900053539,-0.5211277432544792,0.7890578319383046,-0.7011275715931022,0.2341706150187386,-0.1823947101390677,0.2761702411784066,-0.2453946500575857,6.110611435006249,-2.292995227951697,7.097191196600778,-3.0728452361525527,-1,1,-1,1,-14,-13,-14,-13,-20,-15,-21,-16,5.719801902770996
1784751744.509533,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,17.139999389648438,-2.119999885559082,17.020000457763672,-1.940000057220459,0.669058900053539,-0.5211277432544792,0.7890578319383046,-0.7011275715931022,0.2341706150187386,-0.1823947101390677,0.2761702411784066,-0.2453946500575857,6.116632965106732,-2.297685377640988,7.104292717088223,-3.0791553842968904,-1,1,-1,1,-14,-13,-14,-13,-20,-15,-21,-16,5.739795923233032
1784751744.5295208,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,17.8799991607666,-2.1600000858306885,16.889999389648438,-1.3600000143051147,-0.0709408710646251,-0.4811275429828727,0.919058900053539,-1.2811276145084465,-0.0248293048726187,-0.1683946400440054,0.3216706150187386,-0.4483946650779562,6.11599449726715,-2.302015525527833,7.112564247188704,-3.0906855328274663,-1,1,-1,1,-14,-13,-14,-13,-20,-15,-21,-17,5.759783744812012
1784751744.5495288,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,17.8799991607666,-2.1600000858306885,16.889999389648438,-1.3600000143051147,-0.0709408710646251,-0.4811275429828727,0.919058900053539,-1.2811276145084465,-0.0248293048726187,-0.1683946400440054,0.3216706150187386,-0.4483946650779562,6.115356029427568,-2.306345673414679,7.1208357772891855,-3.102215681358042,-1,1,-1,1,-14,-13,-14,-13,-20,-15,-21,-17,5.779791831970215
1784751744.569715,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,18.86000061035156,-3.319999933242798,16.579999923706055,-0.949999988079071,-1.050942320649586,0.6788723044292366,1.2290583659959218,-1.6911276407344902,-0.3678298122273551,0.2376053065502328,0.4301704280985726,-0.5918946742570715,6.105897548541722,-2.300235822674816,7.131897302583149,-3.1174358301246525,-1,1,-1,1,-14,-13,-14,-13,-20,-15,-22,-17,5.799978017807007
1784751744.5895338,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,18.86000061035156,-3.319999933242798,16.579999923706055,-0.949999988079071,-1.050942320649586,0.6788723044292366,1.2290583659959218,-1.6911276407344902,-0.3678298122273551,0.2376053065502328,0.4301704280985726,-0.5918946742570715,6.096439067655876,-2.294125971934953,7.142958827877113,-3.132655978891263,-1,1,-1,1,-14,-13,-14,-13,-20,-15,-22,-17,5.819796800613403
1784751744.6095304,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,18.86000061035156,-3.319999933242798,16.579999923706055,-0.949999988079071,-1.050942320649586,0.6788723044292366,1.2290583659959218,-1.6911276407344902,-0.3678298122273551,0.2376053065502328,0.4301704280985726,-0.5918946742570715,6.0869805867700295,-2.2880161211950902,7.154020353171076,-3.1478761276578733,-1,1,-1,1,-14,-13,-14,-13,-20,-15,-22,-17,5.83979344367981
1784751744.6295102,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,19.309999465942383,-3.690000057220459,15.90999984741211,-0.6700000166893005,-1.5009411762404063,1.0488724284068978,1.899058442289867,-1.971127612124261,-0.5253294116841422,0.3671053499424141,0.6646704548014535,-0.6898946642434912,6.073472116183866,-2.2785762693394283,7.1711118791516855,-3.1656162761669915,-1,1,-1,1,-14,-13,-14,-13,-20,-15,-22,-17,5.8597731590271
1784751744.6495302,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,19.309999465942383,-3.690000057220459,15.90999984741211,-0.6700000166893005,-1.5009411762404063,1.0488724284068978,1.899058442289867,-1.971127612124261,-0.5253294116841422,0.3671053499424141,0.6646704548014535,-0.6898946642434912,6.059963645597702,-2.2691364174837663,7.188203405132295,-3.1833564246761097,-1,1,-1,1,-14,-13,-14,-13,-20,-15,-22,-17,5.879793167114258
1784751744.6696875,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,20.09000015258789,-4.619999885559082,15.890000343322754,-0.4699999988079071,-2.280941862885914,1.9788722567455208,1.9190579463792223,-2.171127630005654,-0.7983296520100699,0.6926052898609323,0.6716702812327279,-0.7598946705019789,6.039435168831729,-2.2513265671730567,7.205474926649708,-3.2028965733461607,-1,1,-1,1,-14,-13,-14,-13,-19,-15,-22,-17,5.8999505043029785
1784751744.6895342,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,20.09000015258789,-4.619999885559082,15.890000343322754,-0.4699999988079071,-2.280941862885914,1.9788722567455208,1.9190579463792223,-2.171127630005654,-0.7983296520100699,0.6926052898609323,0.6716702812327279,-0.7598946705019789,6.018906692065756,-2.233516716862347,7.222746448167121,-3.222436722016212,-1,1,-1,1,-14,-13,-14,-13,-19,-15,-22,-17,5.91979718208313
1784751744.7095313,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,20.09000015258789,-4.619999885559082,15.890000343322754,-0.4699999988079071,-2.280941862885914,1.9788722567455208,1.9190579463792223,-2.171127630005654,-0.7983296520100699,0.6926052898609323,0.6716702812327279,-0.7598946705019789,5.998378215299783,-2.215706866551637,7.240017969684534,-3.241976870686263,-1,1,-1,1,-14,-13,-14,-13,-19,-15,-22,-17,5.939794301986694
1784751744.7295136,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,20.170000076293945,-4.360000133514404,15.649999618530272,-0.3300000131130218,-2.360941786591969,1.718872504700843,2.159058671171703,-2.31112761570054,-0.826329625307189,0.601605376645295,0.7556705349100961,-0.8088946654951887,5.977129739220455,-2.20023701400933,7.25944949772508,-3.262777019227568,-1,1,-1,1,-14,-13,-14,-13,-19,-15,-22,-17,5.9597766399383545
1784751744.7495155,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,20.170000076293945,-4.360000133514404,15.649999618530272,-0.3300000131130218,-2.360941786591969,1.718872504700843,2.159058671171703,-2.31112761570054,-0.826329625307189,0.601605376645295,0.7556705349100961,-0.8088946654951887,5.955881263141127,-2.1847671614670228,7.278881025765625,-3.2835771677688728,-1,1,-1,1,-14,-13,-14,-13,-19,-15,-22,-17,5.979778528213501
1784751744.769575,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,19.780000686645508,-3.509999990463257,16.15999984741211,-0.2300000041723251,-1.9709423969435316,0.8688723616496956,1.649058442289867,-2.411127624641236,-0.689829838930236,0.3041053265773934,0.5771704548014535,-0.8438946686244326,5.938142781568636,-2.176947310212176,7.293722551746234,-3.305277316390644,-1,1,-1,1,-14,-13,-14,-13,-19,-15,-22,-17,5.99983811378479
1784751744.7895734,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,19.780000686645508,-3.509999990463257,16.15999984741211,-0.2300000041723251,-1.9709423969435316,0.8688723616496956,1.649058442289867,-2.411127624641236,-0.689829838930236,0.3041053265773934,0.5771704548014535,-0.8438946686244326,5.920404299996144,-2.1691274589573286,7.308564077726843,-3.326977465012414,-1,1,-1,1,-14,-13,-14,-13,-19,-15,-22,-17,6.01983642578125
1784751744.809519,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,19.780000686645508,-3.509999990463257,16.15999984741211,-0.2300000041723251,-1.9709423969435316,0.8688723616496956,1.649058442289867,-2.411127624641236,-0.689829838930236,0.3041053265773934,0.5771704548014535,-0.8438946686244326,5.902665818423652,-2.161307607702481,7.323405603707452,-3.3486776136341856,-1,1,-1,1,-14,-13,-14,-13,-19,-15,-22,-17,6.0397820472717285
1784751744.8295152,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,19.280000686645508,-3.130000114440918,16.75,-0.1599999964237213,-1.4709423969435311,0.4888724856273567,1.0590582897019765,-2.48112763238984,-0.5148298389302359,0.1711053699695748,0.3706704013956917,-0.8683946713364439,5.889427336851161,-2.156907755331835,7.33293712831477,-3.371007762325694,-1,1,-1,1,-14,-13,-14,-13,-19,-15,-22,-17,6.059778213500977
1784751744.8495233,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,19.280000686645508,-3.130000114440918,16.75,-0.1599999964237213,-1.4709423969435311,0.4888724856273567,1.0590582897019765,-2.48112763238984,-0.5148298389302359,0.1711053699695748,0.3706704013956917,-0.8683946713364439,5.876188855278669,-2.152507902961189,7.342468652922087,-3.393337911017203,-1,1,-1,1,-14,-13,-14,-13,-19,-15,-22,-17,6.07978630065918
1784751744.869604,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,19.15999984741211,-2.4200000762939453,16.479999542236328,-0.3400000035762787,-1.350941557710133,-0.2211275525196159,1.3290587474656483,-2.3011276252372825,-0.4728295451985465,-0.0773946433818655,0.4651705616129769,-0.8053946688330489,5.864030381259278,-2.1544980509338654,7.3544301816492785,-3.4140480596443386,-1,1,-1,1,-14,-13,-14,-13,-19,-15,-22,-17,6.099867105484009
1784751744.8895252,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,19.15999984741211,-2.4200000762939453,16.479999542236328,-0.3400000035762787,-1.350941557710133,-0.2211275525196159,1.3290587474656483,-2.3011276252372825,-0.4728295451985465,-0.0773946433818655,0.4651705616129769,-0.8053946688330489,5.851871907239887,-2.156488198906542,7.36639171037647,-3.4347582082714743,-1,1,-1,1,-14,-13,-14,-13,-19,-15,-22,-17,6.11978816986084
1784751744.90952,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,19.15999984741211,-2.4200000762939453,16.479999542236328,-0.3400000035762787,-1.350941557710133,-0.2211275525196159,1.3290587474656483,-2.3011276252372825,-0.4728295451985465,-0.0773946433818655,0.4651705616129769,-0.8053946688330489,5.839713433220496,-2.1584783468792184,7.378353239103661,-3.45546835689861,-1,1,-1,1,-14,-13,-14,-13,-19,-15,-22,-17,6.139782905578613
1784751744.9295194,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,18.6200008392334,-1.919999957084656,17.420000076293945,-0.6899999976158142,-0.810942549531422,-0.7211276717289055,0.3890582134080311,-1.951127631197747,-0.2838298923359976,-0.2523946851051169,0.1361703746928109,-0.6828946709192114,5.832414950274713,-2.1649684959247786,7.381854763024333,-3.4730285055793897,-1,1,-1,1,-14,-13,-14,-13,-20,-15,-22,-17,6.159782409667969
1784751744.9495063,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,18.6200008392334,-1.919999957084656,17.420000076293945,-0.6899999976158142,-0.810942549531422,-0.7211276717289055,0.3890582134080311,-1.951127631197747,-0.2838298923359976,-0.2523946851051169,0.1361703746928109,-0.6828946709192114,5.825116467328931,-2.171458644970339,7.385356286945005,-3.4905886542601694,-1,1,-1,1,-14,-13,-14,-13,-20,-15,-22,-17,6.179769277572632
1784751744.9696076,25.811207247803477,0.0,0.12,25.811207247803477,0.0,0,17.809058289701976,-2.641127628813561,17.809058289701976,-2.641127628813561,18.010000228881836,-1.340000033378601,17.399999618530273,-0.7099999785423279,-0.2009419391798594,-1.30112759543496,0.409058671171703,-1.9311276502712331,-0.0703296787129508,-0.455394658402236,0.143170534910096,-0.6758946775949316,5.823307989876312,-2.1831687933292536,7.38903781498555,-3.5079688031126106,-1,1,-1,1,-14,-13,-14,-13,-20,-16,-22,-17,6.199870586395264
